,B3GALT5-AS1,PCA3,LINC01531,HPN-AS1,HULC,TRERNA1,PSORS1C3,ATE1-AS1,NORAD,TP53TG1,FBXW7-AS1,CTBP1-AS,TP53COR1,ABALON,LINC01587,AGAP2-AS1,PISRT1,LINC01098,DSCR10,BANCR,LINC-ROR,LINC00602,MIR194-2HG,IFNG-AS1,HCG9,NBR2,TUSC7,FAM83H-AS1,MHRT,LINC00163,TTTY2,SPRY4-IT1,CASC8,ZNF667-AS1,LINC01080,ESRG,SNHG1,PARD6G-AS1,LINC00271,CADM3-AS1,NFIA-AS1,LOXL1-AS1,MYCNOS,CECR7,SOX2-OT,HYMAI,SNHG11,LINC01387,PWAR4,LINCMD1,LINC01081,GAS5,LINC00856,TP73-AS1,PTCSC3,SERTAD4-AS1,JAZF1-AS1,LINC00467,GABPB1-AS1,MIR17HG,PANDAR,AFAP1-AS1,LINC00474,DBH-AS1,DBET,DISC1FP1,C5orf66-AS2,LINC00922,MIR503HG,VLDLR-AS1,LINC01235,EPB41L4A-AS1,DANCR,TUSC8,CASC16,MESTIT1,OIP5-AS1,HCCAT5,HELLPAR,MIR22HG,CASC2,GHRLOS,EGOT,CYTOR,HCP5,LINC00654,NBAT1,LINC01184,PWRN1,MIAT,LINC00336,CASC15,EWSAT1,TUG1,KCNQ1OT1,GNAS-AS1,LINC00315,LINC00974,LINC00575,TSIX,LINC00583,LINC00261,LSINCT5,MCHR2-AS1,MEG8,CCDC26,LINC00479,PWAR5,ZFAS1,TEX41,HNF1A-AS1,DSCR9,LINC00319,MIF-AS1,LINC01588,H19,CARMN,LINC00663,MIR7-3HG,KIRREL3-AS3,LINC01556,MEG3,TTTY4,NEAT1,CAHM,HLA-F-AS1,NPSR1-AS1,FALEC,MIR155HG,FMR1-AS1,ERICH1-AS1,TINCR,SCHLAP1,BLACAT1,GPR1-AS,LRRC3DN,LINC00687,LINC00273,FAM30A,LINC00942,MIR99AHG,NCRUPAR,LINC00629,NUP50-AS1,HCG4,LINC01602,ZEB1-AS1,RAD51-AS1,LINC01133,LINC01024,HAS2-AS1,LINC00299,HAND2-AS1,XIST,NALT1,SAMMSON,DLEU2,HCG27,HAR1A,LINC00511,BCYRN1,LINC00472,PCGEM1,IL12A-AS1,ATXN8OS,PTCSC2,OLMALINC,DIO3OS,DISC2,MIR137HG,APTR,TDRG1,LINC00032,HOTAIR,LINC00293,LINC01628,GHET1,LUCAT1,LINC00961,DAOA-AS1,NRON,LINC-PINT,PICSAR,COL18A1-AS1,BCAR4,FENDRR,PCAT5,HOXA11-AS,LINC00473,CRNDE,LINC00312,RMST,MALAT1,ADORA2A-AS1,CDKN2B-AS1,CDKN2A-AS1,SNHG4,CCAT1,PCAT4,TTTY15,MIR124-2HG,COPG2IT1,NPTN-IT1,IGF2-AS,PCAT1,IL10RB-AS1,LMCD1-AS1,WT1-AS,GACAT2,CDR1-AS,NCAM1-AS1,PEG3-AS1,MIR181A1HG,C5orf66-AS1,TARID,MINCR,PVT1,LINC00477,GSTT1-AS1,CCAT2,HOTTIP,PRINS,MIR4435-2HG,LINC00963,PSMB8-AS1,MIR100HG,C1QTNF9B-AS1,HOTAIRM1,THRIL,SNHG12,PARTICL,KCTD21-AS1,PRNCR1,CBR3-AS1,UCA1,XACT,LINC01426,GATA3-AS1,LINC00675,GNG12-AS1
HYMAI,0.0,0.0771949809860452,0.0,0.0,0.0837282069198307,0.0,0.1045656712353635,0.0,0.0,0.0,0.0,0.0771949809860452,0.0,0.0,0.0,0.0,0.06845433171263,0.0,0.0,0.0955378363546801,0.0,0.0,0.0,0.0771949809860452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095922752551608,0.0,0.0,0.0,0.0733439887849289,0.0,0.0,0.6779829235130272,0.0,0.0,0.0,0.06845433171263,0.0,0.0750098186676914,0.0,0.3386243386243386,0.0,0.0,0.06845433171263,0.0,0.1251942002442748,0.0,0.0,0.06845433171263,0.0,0.0,0.0,0.0,0.1377074327269331,0.1578782499738958,0.1045656712353635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1578782499738958,0.1045656712353635,0.0771949809860452,0.0,0.1264334586103883,0.0,0.0,0.0,0.0,0.06845433171263,0.0,0.0,0.0,0.1045656712353635,0.0,0.0,0.0,0.0,0.1332658591661217,0.0,0.0,0.0,0.0828952919784494,0.1268899264937879,0.1998438719750195,0.0,0.0,0.0,0.0,0.0,0.0,0.0859133692381845,0.0,0.0,0.1045656712353635,0.0,0.0,0.0,0.0,0.0859133692381845,0.0,0.0,0.0,0.0,0.2199259445989179,0.0,0.0,0.06845433171263,0.0,0.0,0.4961720761202939,0.0,0.0,0.0,0.0,0.0,0.0,0.06179101218158,0.0,0.0,0.0888194986555642,0.0771949809860452,0.0888194986555642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06179101218158,0.0,0.0,0.1045656712353635,0.0,0.1328536936750937,0.0,0.0,0.0730843225671333,0.0,0.0973795274305106,0.0,0.0839140139499061,0.0,0.0771949809860452,0.0,0.0750098186676914,0.0,0.0,0.0,0.1176863436603784,0.0,0.0,0.0771949809860452,0.1045656712353635,0.1187655453198532,0.0,0.0,0.0888194986555642,0.0,0.0,0.1045656712353635,0.1209665117666321,0.0,0.0,0.0,0.0888194986555642,0.0,0.0,0.0,0.0,0.06845433171263,0.0771949809860452,0.06845433171263,0.5561596690882965,0.0,0.5734865758532653,0.0,0.06845433171263,0.0837282069198307,0.0,0.0,0.0,0.0,0.0673437784574551,0.5710567914640787,0.1377074327269331,0.0,0.0,0.0733439887849289,0.0,0.0,0.0,0.0,0.0,0.0,0.1578782499738958,0.0,0.5341100819105129,0.0,0.0,0.06845433171263,0.06845433171263,0.1045656712353635,0.0,0.0,0.0,0.06845433171263,0.0771949809860452,0.0,0.0771949809860452,0.0,0.0,0.0,0.0771949809860452,0.0977229986730339,0.1282182327522697,0.0,0.0,0.0,0.0,0.0
SNHG11,0.0,0.0771949809860452,0.0,0.0,0.0837282069198307,0.0,0.1045656712353635,0.0,0.0,0.0,0.0,0.0771949809860452,0.0,0.0,0.0,0.0,0.06845433171263,0.0,0.0,0.0955378363546801,0.0,0.0,0.0,0.0771949809860452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095922752551608,0.0,0.0,0.0,0.0733439887849289,0.0,0.0,0.24687081656581397,0.0,0.0,0.0,0.06845433171263,0.0,0.0750098186676914,0.3386243386243386,0.0,0.0,0.0,0.06845433171263,0.0,0.1251942002442748,0.0,0.0,0.06845433171263,0.0,0.0,0.0,0.0,0.1377074327269331,0.1578782499738958,0.1045656712353635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1578782499738958,0.1045656712353635,0.0771949809860452,0.0,0.1264334586103883,0.0,0.0,0.0,0.0,0.06845433171263,0.0,0.0,0.0,0.1045656712353635,0.0,0.0,0.0,0.0,0.1332658591661217,0.0,0.0,0.0,0.0828952919784494,0.1268899264937879,0.1998438719750195,0.0,0.0,0.0,0.0,0.0,0.0,0.0859133692381845,0.0,0.0,0.1045656712353635,0.0,0.0,0.0,0.0,0.0859133692381845,0.0,0.0,0.0,0.0,0.5606346186409253,0.0,0.0,0.06845433171263,0.0,0.0,0.1943936012572447,0.0,0.0,0.0,0.0,0.0,0.0,0.06179101218158,0.0,0.0,0.0888194986555642,0.0771949809860452,0.0888194986555642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06179101218158,0.0,0.0,0.1045656712353635,0.0,0.1328536936750937,0.0,0.0,0.0730843225671333,0.0,0.0973795274305106,0.0,0.0839140139499061,0.0,0.0771949809860452,0.0,0.0750098186676914,0.0,0.0,0.0,0.1176863436603784,0.0,0.0,0.0771949809860452,0.1045656712353635,0.1187655453198532,0.0,0.0,0.0888194986555642,0.0,0.0,0.1045656712353635,0.1209665117666321,0.0,0.0,0.0,0.0888194986555642,0.0,0.0,0.0,0.0,0.06845433171263,0.0771949809860452,0.06845433171263,0.2132241409675832,0.0,0.2207238915230784,0.0,0.06845433171263,0.0837282069198307,0.0,0.0,0.0,0.0,0.0673437784574551,0.21179670234140102,0.1377074327269331,0.0,0.0,0.0733439887849289,0.0,0.0,0.0,0.0,0.0,0.0,0.1578782499738958,0.0,0.2056437147126362,0.0,0.0,0.06845433171263,0.06845433171263,0.1045656712353635,0.0,0.0,0.0,0.06845433171263,0.0771949809860452,0.0,0.0771949809860452,0.0,0.0,0.0,0.0771949809860452,0.0977229986730339,0.1282182327522697,0.0,0.0,0.0,0.0,0.0
LINC01387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWAR4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINCMD1,0.0,0.0581640091259936,0.0,0.0,0.0639403753482751,0.0,0.1852329534433414,0.0,0.0,0.0,0.0,0.0581640091259936,0.0,0.0,0.0,0.0,0.1133966390742227,0.0,0.0,0.0743439443782497,0.0,0.0,0.0,0.1308690205334856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0746926443852597,0.0,0.0,0.0,0.0895711702997204,0.0,0.0,0.0762853200959455,0.0,0.0,0.0,0.0503985062552101,0.0,0.1107513919639167,0.06845433171263,0.06845433171263,0.0,0.0,0.0,0.0,0.1640460577985801,0.0,0.0,0.0503985062552101,0.0,0.0,0.0,0.0,0.1110828840221531,0.1287225089875396,0.1852329534433415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1287225089875396,0.3138669488901064,0.0581640091259936,0.0,0.10146226296260301,0.0,0.0,0.0,0.0,0.0503985062552101,0.0,0.0,0.0,0.0823257570859295,0.0,0.0,0.0,0.0,0.1155888661362979,0.0,0.0,0.0,0.1166782989404381,0.1016079861450935,0.06845433171263,0.0,0.0,0.0,0.0,0.0,0.0,0.0658817510659709,0.0,0.0,0.0823257570859295,0.0,0.0,0.0,0.0,0.0658817510659709,0.0,0.0,0.0,0.0,0.1526913608417234,0.0,0.0,0.0503985062552101,0.0,0.0,0.1110483570529746,0.0,0.0,0.0,0.0,0.0,0.0,0.044462321788575995,0.0,0.0,0.06845433171263,0.0581640091259936,0.06845433171263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044462321788575995,0.0,0.0,0.0823257570859295,0.0,0.1068869989439094,0.0,0.0,0.0545099224911205,0.0,0.1382139605055143,0.0,0.0998615244366134,0.0,0.0581640091259936,0.0,0.1265009251686699,0.0,0.0,0.0,0.0938076606119336,0.0,0.0,0.0581640091259936,0.0823257570859295,0.1292932058111737,0.0,0.0,0.06845433171263,0.0,0.0,0.0823257570859295,0.0966781364934347,0.0,0.0,0.0,0.06845433171263,0.0,0.0,0.0,0.0,0.0503985062552101,0.0581640091259936,0.0503985062552101,0.0940283733182239,0.0,0.1950107491084312,0.0,0.0503985062552101,0.0639403753482751,0.0,0.0,0.0,0.0,0.0494091421774377,0.0571933212671457,0.1110828840221531,0.0,0.0,0.0547385872916392,0.0,0.0,0.0,0.0,0.0,0.0,0.1287225089875396,0.0,0.09727710484576499,0.0,0.0,0.0503985062552101,0.0503985062552101,0.1852329534433414,0.0,0.0,0.0,0.1133966390742227,0.0581640091259936,0.0,0.1308690205334857,0.0,0.0,0.0,0.0581640091259936,0.0762853200959455,0.1028096555318338,0.0,0.0,0.0,0.0,0.0
LINC01081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAS5,0.0,0.7008381298203681,0.0,0.0,0.4646948586376103,0.0,0.2055719631750558,0.0,0.0,0.0,0.0,0.7008381298203681,0.0,0.0,0.0,0.0,0.1381883480161297,0.0,0.0,0.532861835535668,0.0,0.0,0.0,0.1544588972418859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5014627907647756,0.0,0.0,0.0,0.3040831695285473,0.0,0.0,0.1347445941875026,0.0,0.0,0.0,0.3931276940933525,0.0,0.3057263376764527,0.1251942002442748,0.1251942002442748,0.0,0.0,0.1640460577985801,0.0,0.0,0.0,0.0,0.3931276940933524,0.0,0.0,0.0,0.0,0.6471845643663371,0.7626517904492881,0.2055719631750558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7626517904492881,0.3419196598496938,0.4477648073928079,0.0,0.1721438337665951,0.0,0.0,0.0,0.0,0.4010166927269779,0.0,0.0,0.0,0.1446862115974132,0.0,0.0,0.0,0.0,0.4303381645306758,0.0,0.0,0.0,0.4167642574049585,0.4620393529618325,0.1251942002442748,0.0,0.0,0.0,0.0,0.0,0.0,0.5799033982068542,0.0,0.0,0.5391298806919029,0.0,0.0,0.0,0.0,0.4515431159258281,0.0,0.0,0.0,0.0,0.4988732759440837,0.0,0.0,0.3931276940933525,0.0,0.0,0.5129026714053764,0.0,0.0,0.0,0.0,0.0,0.0,0.4533900181036506,0.0,0.0,0.492483924265231,0.7008381298203681,0.5680476262980201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3609223554387494,0.0,0.0,0.1446862115974132,0.0,0.5582120507844079,0.0,0.0,0.5894700240129265,0.0,0.1524658964728283,0.0,0.4678996791503202,0.0,0.7008381298203681,0.0,0.1490982227152482,0.0,0.0,0.0,0.1590501369085913,0.0,0.0,0.5602418395828346,0.7043950983131414,0.5312443564708758,0.0,0.0,0.492483924265231,0.0,0.0,0.1446862115974132,0.1639602732303427,0.0,0.0,0.0,0.7186340701449374,0.0,0.0,0.0,0.0,0.3931276940933525,0.4355981828365076,0.3931276940933525,0.527799068345012,0.0,0.4428527468687042,0.0,0.5064976369389736,0.4646948586376103,0.0,0.0,0.0,0.0,0.3871631014480758,0.424097668210359,0.6471845643663371,0.0,0.0,0.4964371266871562,0.0,0.0,0.0,0.0,0.0,0.0,0.7626517904492881,0.0,0.5070145149506456,0.0,0.0,0.3931276940933524,0.3931276940933525,0.2055719631750558,0.0,0.0,0.0,0.1381883480161297,0.7008381298203681,0.0,0.238981115867607,0.0,0.0,0.0,0.7008381298203681,0.5383882322130308,0.5923004954084309,0.0,0.0,0.0,0.0,0.0
LINC00856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP73-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTCSC3,0.0,0.335351865117057,0.0,0.0,0.3686562266173986,0.0,0.0823257570859295,0.0,0.0,0.0,0.0,0.335351865117057,0.0,0.0,0.0,0.0,0.0503985062552101,0.0,0.0,0.3080449335745038,0.0,0.0,0.0,0.0581640091259936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3638623102733889,0.0,0.0,0.0,0.17742829404178198,0.0,0.0,0.0762853200959455,0.0,0.0,0.0,0.2905788876276958,0.0,0.2324751680022703,0.06845433171263,0.06845433171263,0.0,0.0,0.0503985062552101,0.0,0.3931276940933524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4519038904155102,0.4907545655149947,0.0823257570859295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4907545655149947,0.0823257570859295,0.335351865117057,0.0,0.10146226296260301,0.0,0.0,0.0,0.0,0.2905788876276958,0.0,0.0,0.0,0.0823257570859295,0.0,0.0,0.0,0.0,0.3244643431390488,0.0,0.0,0.0,0.3235995406007186,0.3354112894557619,0.06845433171263,0.0,0.0,0.0,0.0,0.0,0.0,0.3798494709897388,0.0,0.0,0.3138669488901064,0.0,0.0,0.0,0.0,0.3167594337513933,0.0,0.0,0.0,0.0,0.3772637360318662,0.0,0.0,0.2905788876276958,0.0,0.0,0.430656984706553,0.0,0.0,0.0,0.0,0.0,0.0,0.2563530740622586,0.0,0.0,0.3612570396240752,0.335351865117057,0.3946820062806328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2563530740622587,0.0,0.0,0.0823257570859295,0.0,0.4170705533730894,0.0,0.0,0.3142837718628669,0.0,0.0759868948637236,0.0,0.3523106512517654,0.0,0.335351865117057,0.0,0.0562226334082977,0.0,0.0,0.0,0.0938076606119336,0.0,0.0,0.335351865117057,0.3138669488901064,0.4447170400717878,0.0,0.0,0.3946820062806328,0.0,0.0,0.0823257570859295,0.0966781364934347,0.0,0.0,0.0,0.3946820062806328,0.0,0.0,0.0,0.0,0.2905788876276958,0.335351865117057,0.2905788876276958,0.4422470578284779,0.0,0.3432712925073738,0.0,0.2905788876276958,0.3686562266173986,0.0,0.0,0.0,0.0,0.2848745853667896,0.2951067609320039,0.4519038904155102,0.0,0.0,0.3156021673533574,0.0,0.0,0.0,0.0,0.0,0.0,0.4907545655149947,0.0,0.4306055435389764,0.0,0.0,0.2905788876276958,0.2905788876276958,0.0823257570859295,0.0,0.0,0.0,0.0503985062552101,0.335351865117057,0.0,0.0581640091259936,0.0,0.0,0.0,0.335351865117057,0.3299806360603194,0.4285452432933332,0.0,0.0,0.0,0.0,0.0
